global_id,label_id,label_name,sheikh_id,sheikh_name,audio_num,original_file,new_file,original_path,new_path
037,001,Ikhfa,001,Yasser Aldosri,037,خ الشيخ ياسر الدوسري سورة الإنسان(M4A_128K)_1_1_1.m4a,001_001_037_037.wav,/content/drive/MyDrive/DATASET/Motaz_Yasser/ikhfa/خ الشيخ ياسر الدوسري سورة الإنسان(M4A_128K)_1_1_1.m4a,/content/dataset/001_001_037_037.wav
038,001,Ikhfa,001,Yasser Aldosri,038,خ الشيخ ياسر الدوسري سورة الإنسان(M4A_128K)_1_1_2.m4a,001_001_038_038.wav,/content/drive/MyDrive/DATASET/Motaz_Yasser/ikhfa/خ الشيخ ياسر الدوسري سورة الإنسان(M4A_128K)_1_1_2.m4a,/content/dataset/001_001_038_038.wav
039,001,Ikhfa,001,Yasser Aldosri,039,خ الشيخ ياسر الدوسري سورة الإنسان(M4A_128K)_1_1_3.m4a,001_001_039_039.wav,/content/drive/MyDrive/DATASET/Motaz_Yasser/ikhfa/خ الشيخ ياسر الدوسري سورة الإنسان(M4A_128K)_1_1_3.m4a,/content/dataset/001_001_039_039.wav
040,001,Ikhfa,001,Yasser Aldosri,040,خ الشيخ ياسر الدوسري سورة الإنسان(M4A_128K)_1_1_4.m4a,001_001_040_040.wav,/content/drive/MyDrive/DATASET/Motaz_Yasser/ikhfa/خ الشيخ ياسر الدوسري سورة الإنسان(M4A_128K)_1_1_4.m4a,/content/dataset/001_001_040_040.wav
041,001,Ikhfa,001,Yasser Aldosri,041,خ الشيخ ياسر الدوسري سورة الإنسان(M4A_128K)_1_1_5.m4a,001_001_041_041.wav,/content/drive/MyDrive/DATASET/Motaz_Yasser/ikhfa/خ الشيخ ياسر الدوسري سورة الإنسان(M4A_128K)_1_1_5.m4a,/content/dataset/001_001_041_041.wav
042,001,Ikhfa,001,Yasser Aldosri,042,خ الشيخ ياسر الدوسري سورة الإنسان(M4A_128K)_1_1_6.m4a,001_001_042_042.wav,/content/drive/MyDrive/DATASET/Motaz_Yasser/ikhfa/خ الشيخ ياسر الدوسري سورة الإنسان(M4A_128K)_1_1_6.m4a,/content/dataset/001_001_042_042.wav
043,001,Ikhfa,001,Yasser Aldosri,043,خ الشيخ ياسر الدوسري سورة الإنسان(M4A_128K)_1_1_7.m4a,001_001_043_043.wav,/content/drive/MyDrive/DATASET/Motaz_Yasser/ikhfa/خ الشيخ ياسر الدوسري سورة الإنسان(M4A_128K)_1_1_7.m4a,/content/dataset/001_001_043_043.wav
044,001,Ikhfa,001,Yasser Aldosri,044,خ الشيخ ياسر الدوسري سورة الإنسان(M4A_128K)_1_1_8.m4a,001_001_044_044.wav,/content/drive/MyDrive/DATASET/Motaz_Yasser/ikhfa/خ الشيخ ياسر الدوسري سورة الإنسان(M4A_128K)_1_1_8.m4a,/content/dataset/001_001_044_044.wav
045,001,Ikhfa,001,Yasser Aldosri,045,خ سورة الانسان.m4a,001_001_045_045.wav,/content/drive/MyDrive/DATASET/Motaz_Yasser/ikhfa/خ سورة الانسان.m4a,/content/dataset/001_001_045_045.wav
046,001,Ikhfa,001,Yasser Aldosri,046,خ سورة الانسان_1.m4a,001_001_046_046.wav,/content/drive/MyDrive/DATASET/Motaz_Yasser/ikhfa/خ سورة الانسان_1.m4a,/content/dataset/001_001_046_046.wav
047,001,Ikhfa,001,Yasser Aldosri,047,خ سورة الانسان_2.m4a,001_001_047_047.wav,/content/drive/MyDrive/DATASET/Motaz_Yasser/ikhfa/خ سورة الانسان_2.m4a,/content/dataset/001_001_047_047.wav
048,001,Ikhfa,002,Alhsri,001,Copy of اخفاء (2).mp3,001_002_001_048.wav,/content/drive/MyDrive/DATASET/Alaa_alhsri/Ikhfa/Copy of اخفاء (2).mp3,/content/dataset/001_002_001_048.wav
049,001,Ikhfa,002,Alhsri,002,Copy of اخفاء (3).mp3,001_002_002_049.wav,/content/drive/MyDrive/DATASET/Alaa_alhsri/Ikhfa/Copy of اخفاء (3).mp3,/content/dataset/001_002_002_049.wav
050,001,Ikhfa,002,Alhsri,003,Copy of اخفاء (4).mp3,001_002_003_050.wav,/content/drive/MyDrive/DATASET/Alaa_alhsri/Ikhfa/Copy of اخفاء (4).mp3,/content/dataset/001_002_003_050.wav
051,001,Ikhfa,002,Alhsri,004,Copy of اخفاء (5).mp3,001_002_004_051.wav,/content/drive/MyDrive/DATASET/Alaa_alhsri/Ikhfa/Copy of اخفاء (5).mp3,/content/dataset/001_002_004_051.wav
052,001,Ikhfa,002,Alhsri,005,Copy of اخفاء (6).mp3,001_002_005_052.wav,/content/drive/MyDrive/DATASET/Alaa_alhsri/Ikhfa/Copy of اخفاء (6).mp3,/content/dataset/001_002_005_052.wav
053,001,Ikhfa,002,Alhsri,006,Copy of اخفاء .mp3,001_002_006_053.wav,/content/drive/MyDrive/DATASET/Alaa_alhsri/Ikhfa/Copy of اخفاء .mp3,/content/dataset/001_002_006_053.wav
054,001,Ikhfa,002,Alhsri,007,Copy of اخفاء(10).mp3,001_002_007_054.wav,/content/drive/MyDrive/DATASET/Alaa_alhsri/Ikhfa/Copy of اخفاء(10).mp3,/content/dataset/001_002_007_054.wav
055,001,Ikhfa,002,Alhsri,008,Copy of اخفاء(11).mp3,001_002_008_055.wav,/content/drive/MyDrive/DATASET/Alaa_alhsri/Ikhfa/Copy of اخفاء(11).mp3,/content/dataset/001_002_008_055.wav
056,001,Ikhfa,002,Alhsri,009,Copy of اخفاء(12).mp3,001_002_009_056.wav,/content/drive/MyDrive/DATASET/Alaa_alhsri/Ikhfa/Copy of اخفاء(12).mp3,/content/dataset/001_002_009_056.wav
057,001,Ikhfa,002,Alhsri,010,Copy of اخفاء(13).mp3,001_002_010_057.wav,/content/drive/MyDrive/DATASET/Alaa_alhsri/Ikhfa/Copy of اخفاء(13).mp3,/content/dataset/001_002_010_057.wav
058,001,Ikhfa,002,Alhsri,011,Copy of اخفاء(7).mp3,001_002_011_058.wav,/content/drive/MyDrive/DATASET/Alaa_alhsri/Ikhfa/Copy of اخفاء(7).mp3,/content/dataset/001_002_011_058.wav
059,001,Ikhfa,002,Alhsri,012,Copy of اخفاء(8).mp3,001_002_012_059.wav,/content/drive/MyDrive/DATASET/Alaa_alhsri/Ikhfa/Copy of اخفاء(8).mp3,/content/dataset/001_002_012_059.wav
060,001,Ikhfa,002,Alhsri,013,Copy of اخفاء(9).mp3,001_002_013_060.wav,/content/drive/MyDrive/DATASET/Alaa_alhsri/Ikhfa/Copy of اخفاء(9).mp3,/content/dataset/001_002_013_060.wav
061,001,Ikhfa,002,Alhsri,014,اخفاء (2).mp3,001_002_014_061.wav,/content/drive/MyDrive/DATASET/Alaa_alhsri/Ikhfa/اخفاء (2).mp3,/content/dataset/001_002_014_061.wav
062,001,Ikhfa,002,Alhsri,015,اخفاء (3).mp3,001_002_015_062.wav,/content/drive/MyDrive/DATASET/Alaa_alhsri/Ikhfa/اخفاء (3).mp3,/content/dataset/001_002_015_062.wav
063,001,Ikhfa,002,Alhsri,016,اخفاء (4).mp3,001_002_016_063.wav,/content/drive/MyDrive/DATASET/Alaa_alhsri/Ikhfa/اخفاء (4).mp3,/content/dataset/001_002_016_063.wav
064,001,Ikhfa,002,Alhsri,017,اخفاء (5).mp3,001_002_017_064.wav,/content/drive/MyDrive/DATASET/Alaa_alhsri/Ikhfa/اخفاء (5).mp3,/content/dataset/001_002_017_064.wav
065,001,Ikhfa,002,Alhsri,018,اخفاء (6).mp3,001_002_018_065.wav,/content/drive/MyDrive/DATASET/Alaa_alhsri/Ikhfa/اخفاء (6).mp3,/content/dataset/001_002_018_065.wav
066,001,Ikhfa,002,Alhsri,019,اخفاء .mp3,001_002_019_066.wav,/content/drive/MyDrive/DATASET/Alaa_alhsri/Ikhfa/اخفاء .mp3,/content/dataset/001_002_019_066.wav
067,001,Ikhfa,002,Alhsri,020,اخفاء(10).mp3,001_002_020_067.wav,/content/drive/MyDrive/DATASET/Alaa_alhsri/Ikhfa/اخفاء(10).mp3,/content/dataset/001_002_020_067.wav
068,001,Ikhfa,002,Alhsri,021,اخفاء(11).mp3,001_002_021_068.wav,/content/drive/MyDrive/DATASET/Alaa_alhsri/Ikhfa/اخفاء(11).mp3,/content/dataset/001_002_021_068.wav
069,001,Ikhfa,002,Alhsri,022,اخفاء(12).mp3,001_002_022_069.wav,/content/drive/MyDrive/DATASET/Alaa_alhsri/Ikhfa/اخفاء(12).mp3,/content/dataset/001_002_022_069.wav
070,001,Ikhfa,002,Alhsri,023,اخفاء(13).mp3,001_002_023_070.wav,/content/drive/MyDrive/DATASET/Alaa_alhsri/Ikhfa/اخفاء(13).mp3,/content/dataset/001_002_023_070.wav
071,001,Ikhfa,002,Alhsri,024,اخفاء(2).mp3,001_002_024_071.wav,/content/drive/MyDrive/DATASET/Alaa_alhsri/Ikhfa/اخفاء(2).mp3,/content/dataset/001_002_024_071.wav
072,001,Ikhfa,002,Alhsri,025,اخفاء(3).mp3,001_002_025_072.wav,/content/drive/MyDrive/DATASET/Alaa_alhsri/Ikhfa/اخفاء(3).mp3,/content/dataset/001_002_025_072.wav
073,001,Ikhfa,002,Alhsri,026,اخفاء(4).mp3,001_002_026_073.wav,/content/drive/MyDrive/DATASET/Alaa_alhsri/Ikhfa/اخفاء(4).mp3,/content/dataset/001_002_026_073.wav
074,001,Ikhfa,002,Alhsri,027,اخفاء(5).mp3,001_002_027_074.wav,/content/drive/MyDrive/DATASET/Alaa_alhsri/Ikhfa/اخفاء(5).mp3,/content/dataset/001_002_027_074.wav
075,001,Ikhfa,002,Alhsri,028,اخفاء(6).mp3,001_002_028_075.wav,/content/drive/MyDrive/DATASET/Alaa_alhsri/Ikhfa/اخفاء(6).mp3,/content/dataset/001_002_028_075.wav
076,001,Ikhfa,002,Alhsri,029,اخفاء(7).mp3,001_002_029_076.wav,/content/drive/MyDrive/DATASET/Alaa_alhsri/Ikhfa/اخفاء(7).mp3,/content/dataset/001_002_029_076.wav
077,001,Ikhfa,002,Alhsri,030,اخفاء(8).mp3,001_002_030_077.wav,/content/drive/MyDrive/DATASET/Alaa_alhsri/Ikhfa/اخفاء(8).mp3,/content/dataset/001_002_030_077.wav
078,001,Ikhfa,002,Alhsri,031,اخفاء(9).mp3,001_002_031_078.wav,/content/drive/MyDrive/DATASET/Alaa_alhsri/Ikhfa/اخفاء(9).mp3,/content/dataset/001_002_031_078.wav
079,001,Ikhfa,002,Alhsri,032,اخفاء-البينة-غدن تجري.mp3,001_002_032_079.wav,/content/drive/MyDrive/DATASET/Alaa_alhsri/Ikhfa/اخفاء-البينة-غدن تجري.mp3,/content/dataset/001_002_032_079.wav
080,001,Ikhfa,002,Alhsri,033,اخفاء-البينة-كتب قيمة.mp3,001_002_033_080.wav,/content/drive/MyDrive/DATASET/Alaa_alhsri/Ikhfa/اخفاء-البينة-كتب قيمة.mp3,/content/dataset/001_002_033_080.wav
081,001,Ikhfa,002,Alhsri,034,اخفاء-البينة-من تحتها.mp3,001_002_034_081.wav,/content/drive/MyDrive/DATASET/Alaa_alhsri/Ikhfa/اخفاء-البينة-من تحتها.mp3,/content/dataset/001_002_034_081.wav
082,001,Ikhfa,002,Alhsri,035,اخفاء-الزلزة-شرا يراه.mp3,001_002_035_082.wav,/content/drive/MyDrive/DATASET/Alaa_alhsri/Ikhfa/اخفاء-الزلزة-شرا يراه.mp3,/content/dataset/001_002_035_082.wav
083,001,Ikhfa,002,Alhsri,036,اخفاء-الزلزة-يومئذ تحدث.mp3,001_002_036_083.wav,/content/drive/MyDrive/DATASET/Alaa_alhsri/Ikhfa/اخفاء-الزلزة-يومئذ تحدث.mp3,/content/dataset/001_002_036_083.wav
084,001,Ikhfa,002,Alhsri,037,اخفاء-الفيل من سجيل.mp3,001_002_037_084.wav,/content/drive/MyDrive/DATASET/Alaa_alhsri/Ikhfa/اخفاء-الفيل من سجيل.mp3,/content/dataset/001_002_037_084.wav
085,001,Ikhfa,002,Alhsri,038,اخفاء-القارعة-من ثقلت.mp3,001_002_038_085.wav,/content/drive/MyDrive/DATASET/Alaa_alhsri/Ikhfa/اخفاء-القارعة-من ثقلت.mp3,/content/dataset/001_002_038_085.wav
086,001,Ikhfa,002,Alhsri,039,اخفاء-الماعون-عن صلاتهم .mp3,001_002_039_086.wav,/content/drive/MyDrive/DATASET/Alaa_alhsri/Ikhfa/اخفاء-الماعون-عن صلاتهم .mp3,/content/dataset/001_002_039_086.wav
087,001,Ikhfa,002,Alhsri,040,اخفاء-النبا -سبعا شدادا.mp3,001_002_040_087.wav,/content/drive/MyDrive/DATASET/Alaa_alhsri/Ikhfa/اخفاء-النبا -سبعا شدادا.mp3,/content/dataset/001_002_040_087.wav
088,001,Ikhfa,002,Alhsri,041,اخفاء-النبا -ماء ثجاجا .mp3,001_002_041_088.wav,/content/drive/MyDrive/DATASET/Alaa_alhsri/Ikhfa/اخفاء-النبا -ماء ثجاجا .mp3,/content/dataset/001_002_041_088.wav
089,001,Ikhfa,002,Alhsri,042,اخفاء-النبا -ينفخ.mp3,001_002_042_089.wav,/content/drive/MyDrive/DATASET/Alaa_alhsri/Ikhfa/اخفاء-النبا -ينفخ.mp3,/content/dataset/001_002_042_089.wav
090,001,Ikhfa,002,Alhsri,043,اخفاء-النبا- فمن شاء.mp3,001_002_043_090.wav,/content/drive/MyDrive/DATASET/Alaa_alhsri/Ikhfa/اخفاء-النبا- فمن شاء.mp3,/content/dataset/001_002_043_090.wav
091,001,Ikhfa,002,Alhsri,044,اخفاء-النبا-انذرناكم .mp3,001_002_044_091.wav,/content/drive/MyDrive/DATASET/Alaa_alhsri/Ikhfa/اخفاء-النبا-انذرناكم .mp3,/content/dataset/001_002_044_091.wav
092,001,Ikhfa,002,Alhsri,045,اخفاء-النبا-عذابا قريبا.mp3,001_002_045_092.wav,/content/drive/MyDrive/DATASET/Alaa_alhsri/Ikhfa/اخفاء-النبا-عذابا قريبا.mp3,/content/dataset/001_002_045_092.wav
093,001,Ikhfa,002,Alhsri,046,اخفاء-النبا-كنت.mp3,001_002_046_093.wav,/content/drive/MyDrive/DATASET/Alaa_alhsri/Ikhfa/اخفاء-النبا-كنت.mp3,/content/dataset/001_002_046_093.wav
094,001,Ikhfa,002,Alhsri,047,اخفاء-النبا-وكاسا دهاقا.mp3,001_002_047_094.wav,/content/drive/MyDrive/DATASET/Alaa_alhsri/Ikhfa/اخفاء-النبا-وكاسا دهاقا.mp3,/content/dataset/001_002_047_094.wav
095,001,Ikhfa,002,Alhsri,048,اخفاء-النبا-ينضروا .mp3,001_002_048_095.wav,/content/drive/MyDrive/DATASET/Alaa_alhsri/Ikhfa/اخفاء-النبا-ينضروا .mp3,/content/dataset/001_002_048_095.wav
096,001,Ikhfa,002,Alhsri,049,اخفاء-قريش-من جوع .mp3,001_002_049_096.wav,/content/drive/MyDrive/DATASET/Alaa_alhsri/Ikhfa/اخفاء-قريش-من جوع .mp3,/content/dataset/001_002_049_096.wav
097,001,Ikhfa,002,Alhsri,050,اخفاء-نارا ذات.mp3,001_002_050_097.wav,/content/drive/MyDrive/DATASET/Alaa_alhsri/Ikhfa/اخفاء-نارا ذات.mp3,/content/dataset/001_002_050_097.wav
098,001,Ikhfa,002,Alhsri,051,اخفاء.mp3,001_002_051_098.wav,/content/drive/MyDrive/DATASET/Alaa_alhsri/Ikhfa/اخفاء.mp3,/content/dataset/001_002_051_098.wav
099,001,Ikhfa,003,abdullbasted,001,اخفاء 1 (1).mp3,001_003_001_099.wav,/content/drive/MyDrive/DATASET/Nezer/Ikhfa/اخفاء 1 (1).mp3,/content/dataset/001_003_001_099.wav
100,001,Ikhfa,003,abdullbasted,002,اخفاء 1.mp3,001_003_002_100.wav,/content/drive/MyDrive/DATASET/Nezer/Ikhfa/اخفاء 1.mp3,/content/dataset/001_003_002_100.wav
101,001,Ikhfa,003,abdullbasted,003,اخفاء 2 (1).mp3,001_003_003_101.wav,/content/drive/MyDrive/DATASET/Nezer/Ikhfa/اخفاء 2 (1).mp3,/content/dataset/001_003_003_101.wav
102,001,Ikhfa,003,abdullbasted,004,اخفاء 2.mp3,001_003_004_102.wav,/content/drive/MyDrive/DATASET/Nezer/Ikhfa/اخفاء 2.mp3,/content/dataset/001_003_004_102.wav
103,001,Ikhfa,003,abdullbasted,005,اخفاء 3 (1).mp3,001_003_005_103.wav,/content/drive/MyDrive/DATASET/Nezer/Ikhfa/اخفاء 3 (1).mp3,/content/dataset/001_003_005_103.wav
104,001,Ikhfa,003,abdullbasted,006,اخفاء 3.mp3,001_003_006_104.wav,/content/drive/MyDrive/DATASET/Nezer/Ikhfa/اخفاء 3.mp3,/content/dataset/001_003_006_104.wav
105,001,Ikhfa,003,abdullbasted,007,اخفاء 4.mp3,001_003_007_105.wav,/content/drive/MyDrive/DATASET/Nezer/Ikhfa/اخفاء 4.mp3,/content/dataset/001_003_007_105.wav
106,001,Ikhfa,003,abdullbasted,008,اخفاء 5.mp3,001_003_008_106.wav,/content/drive/MyDrive/DATASET/Nezer/Ikhfa/اخفاء 5.mp3,/content/dataset/001_003_008_106.wav
107,001,Ikhfa,003,abdullbasted,009,اخفاء.mp3,001_003_009_107.wav,/content/drive/MyDrive/DATASET/Nezer/Ikhfa/اخفاء.mp3,/content/dataset/001_003_009_107.wav
108,001,Ikhfa,004,maher almuaiqly,001,إخفاء حقيقي  (1).mp3,001_004_001_108.wav,/content/drive/MyDrive/DATASET/Maher/ikhfa/إخفاء حقيقي  (1).mp3,/content/dataset/001_004_001_108.wav
109,001,Ikhfa,004,maher almuaiqly,002,إخفاء حقيقي  (2).mp3,001_004_002_109.wav,/content/drive/MyDrive/DATASET/Maher/ikhfa/إخفاء حقيقي  (2).mp3,/content/dataset/001_004_002_109.wav
110,001,Ikhfa,004,maher almuaiqly,003,إخفاء حقيقي (1).mp3,001_004_003_110.wav,/content/drive/MyDrive/DATASET/Maher/ikhfa/إخفاء حقيقي (1).mp3,/content/dataset/001_004_003_110.wav
111,001,Ikhfa,004,maher almuaiqly,004,إخفاء حقيقي (2) (1).mp3,001_004_004_111.wav,/content/drive/MyDrive/DATASET/Maher/ikhfa/إخفاء حقيقي (2) (1).mp3,/content/dataset/001_004_004_111.wav
112,001,Ikhfa,004,maher almuaiqly,005,إخفاء حقيقي (2).mp3,001_004_005_112.wav,/content/drive/MyDrive/DATASET/Maher/ikhfa/إخفاء حقيقي (2).mp3,/content/dataset/001_004_005_112.wav
113,001,Ikhfa,004,maher almuaiqly,006,إخفاء حقيقي (3).mp3,001_004_006_113.wav,/content/drive/MyDrive/DATASET/Maher/ikhfa/إخفاء حقيقي (3).mp3,/content/dataset/001_004_006_113.wav
